..3....8..5.1....66....74....8.9..4.7....5....1.6..8.....9...2.....2...8..2...3.4  11.9 11.9 11.3   
..3..6.8.4.6...1...8.1......3...84......7.......5...97..2.....5.4...16..9...2..4.  11.4 11.4 10.5   
..34..78.........3.8....46.2...9.....7.8....6.....72...6.3....4..1..5...9...1..5.  11.4 11.4 10.5   
..34..7...5...9...6...3..1.2...1.6.........21.....3..8.9...5.....43.....8...7..6.  11.4 11.4 10.5   
.2...6.8.4..........93..1.....5..9.......7.2...6.9...3..16....58....4.7..4.......  11.4 11.4 10.5   
.2.4..7....7..9.3.6...7......1..3.5.7...2.....4.6..........5..1...8...9...9...5.3  11.4 11.4 10.5   
1..4....9..7....3..8....1.4...8......6..4.9.8.....5.2.3....2....1.9..6....5.7....  11.4 11.4 10.5   
1..4.......7.8...6....375...8..6...3.....2...5..3..9..7..9...4.......1....2..3..7  11.4 11.4 10.5   
...4.6....5...9.....9.2..4..7......83.....5....1..2.6...26...9.8...9...7....1.3..  11.4 11.4 10.4   
.2.......4....9.3...8.2...1...7...5...6.....89....34..5..9......1..6.......5.4.7.  11.4 11.4 10.4   
...4..7...5......6..9.2..1....8..3..7....4.....1.6..5..9..1...2..6....9.8....3...  11.4 11.4 10.2   
...4..7.9.5...9.3.........52..8.......6.4.....9...3..1.7...49..8...6......42...1.  11.4 11.4 10.1   
.2...6.8.4..7.....7...3.5......4.8...9...8.2....5....3..2..1..6.1....2.89......1.  11.4 11.4 10.1   
....5.7.9..71....6.8.....4.2..........6.9.1...4...3...3....8.2....9.......5.7.6..  11.4 11.4 10.0   
...4....9....8.2..6....3.1..36..1...7.........15...37.3....5.6.....9.8....42.....  11.4 11.4 10.0   
..3..67...5.1.........2.......59...4.......1...4..78...9.....2...6.....88....46.3  11.4 11.4 10.0   
..34......5...9...6...2..1.2...7.1.........27.9......8.14..56..8...6...1...3.....  11.4 11.4 10.0   
.2......9..67..1......3..4...1..7...5..8..6...3..9......7..58..8..1......4.....2.  11.4 11.4 10.0   
1.....7...5.1....6..9.7..4.2....49...1.6....8.......2.5..3..8....8..1..3.3..6....  11.4 11.4 10.0   
1...5...9..67......8...3...2...1..9....6..2....7..8...5...4.9...3.....5......5.14  11.4 11.4 10.0   
1...5...9.5.....3...9........1.6...7...8...2.6....43...1..9..737..3..8.......2.4.  11.4 11.4 10.0   
........94...8..3......21...4..3..6...86.15.....9....273........6.5.......4.6..7.  11.4 11.4 09.9   
......7.94....9.3..8....4.5..18......6..2....7....53..5....7..3.7.6.......2.1..7.  11.4 11.4 09.9   
.....6..9.5..8.1..7..2.....2.......6......84..8..3..1...1.4..3..4....5..9....7...  11.4 11.4 09.9   
.....6.8....1..2....9.2.4.1.9.....7.3..........15..9.4.7...3...8......4...42....5  11.4 11.4 09.9   
....5.7..4....9.3..8.2..........5.4.3...4.9.....6....15...7..9..68........1.....2  11.4 11.4 09.9   
...4.......7.8...6.....35..2...6...8..9....2.83...1.....2.9...7.4.5..1..9......6.  11.4 11.4 09.9   
..3..6..9.5.1.....8...7.........43....4...92....62...4.1.8.......6..2..37...6..5.  11.4 11.4 09.9   
..3.5.7..4....9....8.1......3...4.....5.3..7.9..8....3......65...2.6...7.1....32.  11.4 11.4 09.9   
..34....9....8.2...6...3.5...6..1.7..1....4..57.......6....7.1....9....8....2.3..  11.4 11.4 09.9   
.2.4....9..7.8....6....3.1....3..5....1.6.....3...5..2.4.5..9........3.48......7.  11.4 11.4 09.9   
.2.4.......6.8....7....3..5.4.3.....3....5.7...8.2...........93...6...179....15..  11.4 11.4 09.9   
1....6.......892.....3...4.2...9.6...3.6....7..4....5...57...6..........8....21..  11.4 11.4 09.9   
1....6.8..5...9.....837........3...4..42....8.6.....1...2.4.8.....7....39......5.  11.4 11.4 09.9   
1....6....5.7.......8.3..4......3.9...4.9.8.....5....6.7......1..9...23.8...2.9..  11.4 11.4 09.9   
1...5......7..9....8.3..4....5.1..6..6.8....4.....7....3.2...4...2...3.89.......2  11.4 11.4 09.9   
1..4..7....6.8..2..9...1....1.3......7...49....5.....8....2...6...1.73.........5.  11.4 11.4 09.9   
...4.......6.8..2.7....25...1.6.....5....7.9.....4.2....1...95..8....37.9....3..2  11.4 11.4 09.8   
..34....9....8.2...6...3.4...6..1.7..7....4..51..........9....47....5.6.....2.8..  11.4 11.4 09.8   
.23...78....7..23.........6..4.1.....6.8....29....5.....1.9.........4.5..7.6....3  11.4 11.4 09.8   
1...5..8...7..92...9......4....6...33..5.1......8...5...2.....7.4.3.....8...1..6.  11.4 11.4 09.8   
1.........571....6.96.7..1...8.......3..4.8..7..9...6......24..5..7...9.....3...2  11.4 11.4 09.8   
1.....7.......9.36...2..1.52..5..8...3..9.........4.6...87....1.4..6....7.2......  11.4 11.4 09.5   
1.....7....6.....2.8...3.5.2...6......7.....1.3...8.9...5..49.....5...4..4.83....  11.4 11.4 09.5   
1....6....5.....3...9.2...4...89......82....7.3...5.......4...8.1.....6...27..9..  11.4 11.4 09.5   
....5..8.4....91.....2....5..86......3...7...91..3....3.....95..7...43....2.....6  11.4 11.4 09.3   
1..4...8..5......6..9...1......7...3..89...2.9.....4...6...5.....28...1.....3...7  11.4 11.4 09.3   
1......8......9..2.7..3.5..2......9...8.....1.4..7.3....4.6...7...5..6...6.3.7...  11.4 11.4 08.4   
...4..7......89.3..8..3...4.7.3...4.6....5....359...7.........1.4.8...9...2......  11.4 11.4 08.3   
....5...9..71..2.......3.4.2..7..6...3...2..5..8........28......4..9....8.6...1..  11.4 11.4 07.9   
..3.5...94..1......8....1..2...9...3...6..8.......7.1..6...4.7...2.....49.4.3....  11.4 11.4 07.9   
.2...6.8...71.......9.....5..59.........6.....3..42........864..4..3..2.7.......1  11.4 11.4 07.9   
.2...6.8.4..........93....4.8..6...7....27.1....5..9..3.......1..5...4...7..1..6.  11.4 11.4 07.9   
.2..5...9..67...2......25........4...1.3...7.9.......8..16......67..1.3.8...4....  11.4 11.4 07.9   
.2.4..........9.3.6...37....6......1..8...4..9....5.6..1.8....27...9..5......3...  11.4 11.4 07.9   
1....6..9..7.8.2.....3......8....94........7.9..5....33..9.5.....2.4..9....6....1  11.4 11.4 07.9   
1...5.7.......9.....62...4......59..3...91....4.8.....5....73....2.....8.......67  11.4 11.4 07.9   
1..4......5...9.3...8.2......9..836..3....9..7.......2.6...58.....7.........1...4  11.4 11.4 07.9   
...45...9.......3......71...3...8.7...65....29.........1....8..5.4.6......92....4  11.4 11.4 07.8   
.2...6.....71...3.8.......4..5...97.6...9...8......3...4...2......97..1...93..5..  11.4 11.4 07.8   
.2..5...94..7.......8..1....6....95.3.......2....9.63...1..4....3..6...5...8...7.  11.4 11.4 07.8   
1.......9..71......8...24.......83...4..6..2.7.......55..9....3..1..3....3..2.6..  11.4 11.4 07.8   
1...5......7..92...89.....4...6...5.3...1......4..7..8......8.......29.7...3...6.  11.4 11.4 07.8   
1.34....94......3..8....6...7...8.......6.2....13...5.....2.4....4..7...9..5...1.  11.4 11.4 07.8   
.......894...8.2.....1...4.2...1...8.3...76....15.......5..1...6...9..2..7.3.....  11.4 11.4 07.6   
...45.7...5.1....6..8..3.5..4.5....7..9....2.8.....3.....7..........29...6..4...1  11.4 11.4 07.6   
..3.5.7..4....9....8.1..........4.....5.2..7.9..8....3..2.6...7...2...6..1....25.  11.4 11.4 07.6   
.2.4.....4...89........7..4..1..8.6....7....8.3..6.5...6.....1...5...3..9..8....7  11.4 11.4 06.6   
..3...7..4....9....8.2....5....1..6...58....1.7....3......6..1...85....29....4...  11.4 11.4 03.4   
..3..6.8.4..1......9..7.....7..4.......9....1..6..5.2.3......6......25....5...8.2  11.4 11.4 03.4   
..3..67..4...8.....9.2.....2..9......8..6......5..3.1.........8.....746...1...35.  11.4 11.4 03.4   
..3..6...4...8...178.......2...1...7...9..6.......3.5...5..79..8......7..7..4...2  11.4 11.4 03.4   
.2......94....9.2...91..5.....5..8.6..1..89......7..3.3.........7..4......56....8  11.4 11.4 03.4   
.2.....8...6..91..7.......5..9.4.3..6....3......91.....6.8....25......7...1..46..  11.4 11.4 03.4   
.2.4....9..7.8....6....3....1....59.....1...2...5..4..3...6.8....8..7....4.8....5  11.4 11.4 03.4   
1.....7...5.....36.....7.51.3...16......2...8..49.......28......6...35..9...4....  11.4 11.4 03.4   
1...5...9...7..12.......56.2...6..1...4..8....3.2......7...4...6...2.9....83.....  11.4 11.4 03.4   
1...5.7.....1.9.....63.7.....9.....83..5..9...4.....2.5....13....2.....4.8.....6.  11.4 11.4 03.4   
.....67....6.8...27..21....2....1..7..53...9..3........9..4.5........4..8....2..6  11.4 11.4 02.6   
....5...9...7......8...34....15.....3....4.2.64....8...6.........7.9...1.....236.  11.4 11.4 02.6   
....5...94....9....8.2..6...1.6..8.......7...5...4..7..3.....1.8....23....23...6.  11.4 11.4 02.6   
....5..8...71..2.....2..1.4..4.....7......6.196.....3.3....5...5...9.....426.....  11.4 11.4 02.6   
....56..94....9..6...3..1...1....8..6.5.....2.3.....1.....9....5...42....728.....  11.4 11.4 02.6   
....56..94....9..6...3..1...1....8...3.....1.9.5.....2....6....5...42....728.....  11.4 11.4 02.6   
...4....9..7.8.2..6.....5..2.....67...5.2.....1...3........1..4.3.9.......8.6..5.  11.4 11.4 02.6   
...4..78..5...9..68.........1.....9.3....15..6.5.....1......42..6...5..3..27.....  11.4 11.4 02.6   
..3..6....5.1..2......7..4.2.1...9...9.....5....9....8.1.5..8....6.4..9......3..7  11.4 11.4 02.6   
..3.5.7..4....9....8.2.....2..8...5..9.....6...5.3...7.....41.....7....3..6.1..7.  11.4 11.4 02.6   
..34..7...5...9.......3..6.........8..4.7..2.91...........6.2....23...4.8..2.5..1  11.4 11.4 02.6   
..34......5...9...6...2..1.2...7.1.........27.9......8..4..567.8...6...1...3.....  11.4 11.4 02.6   
..345.....5...91..7..2.....2..5....3.9....56..6...8.1......589..............7...4  11.4 11.4 02.6   
.2......9..71.....6....35.......5.4.3....48.....7....1...9.......1.6...28...4..6.  11.4 11.4 02.6   
.2......94......3...8..75.......18..3...2..4..9......261...8......5..6....57.....  11.4 11.4 02.6   
.2...6..94......3...923.........765..7.5..9......2...7.9...2..5...8..1..8.1.4....  11.4 11.4 02.6   
.2...6.8.4..........93..4...7...8.6.3...9...5..5...1.......16.2.1..........87..1.  11.4 11.4 02.6   
.2..5......71.9...6...2....2.......8..4...91...9..3.4....76...5.....13........47.  11.4 11.4 02.6   
.2.4....9....8.1......3..6.2..5....7..5..7.1..74..3....4.........29....59...6.8..  11.4 11.4 02.6   
.2.4....9..7.8..3.6..3..5....4..3.7.5.......2.9...........17.........6....18...4.  11.4 11.4 02.6   
.2.4..7.......9.6....73.1....5..8.3..3.24....9..........6....5..7..1.3..8........  11.4 11.4 02.6   
1......8...7..92...6..3.........4..5..9...4.7...92.....3.6.......4..25..8...1....  11.4 11.4 02.6   
1......8...6.....2.8.2..6...3.8...6...7.4.9.......53....4.7....5....1....6.9....3  11.4 11.4 02.6   
1......8..567..........3..6..7..5.......2.9...3.6....4....9..1..4.5....78.....2..  11.4 11.4 02.6   
1.....7....71.9...68..7......1.9.6.....3...2..4......3..8.6.1..5......4......2..5  11.4 11.4 02.6   
1....67...5.........927......87...4.3....1...57....3.....9....8.6...75......4..2.  11.4 11.4 02.6   
1....67...5.1....6..9....1...5..83..7..5...9..3...........4...25..6...7...4.2.8..  11.4 11.4 02.6   
1...5...9..7........83...4..4.8.7.......1...2.6...3.7.......2...8.6...3.9.....5..  11.4 11.4 02.6   
1...5...9..71..2.........5.....1..43..12..6..94...3....1...78....8.2....76.8.....  11.4 11.4 02.6   
1...5......7..9....8.3...4.....7.3...3.2....4..5..362...8..1..2.6.8..4..9.......8  11.4 11.4 02.6   
1..4...89......1....8....45..51..8..37..2.........3..2.6......8..49..5......7..6.  11.4 11.4 02.6   
1..4...89......1....8....452....3.....51..9...7..2..3.56............7..6..45..8..  11.4 11.4 02.6   
1........4...8.1.2..9....5....6...7......2..4....413..3...2...8.7.9.......5....6.  11.4 11.4 02.6   
12.4.....4..1...6...8.3......5...9.7.6.....2.74...........9.3.......35.....7...12  11.4 11.4 02.6   
1....67...571.......9....1..4....3.......8..29..7...6......24..5..6...9.....3...8  11.4 10.7 10.0   
........94..1..2...8...7.5...6..5.4.....9.1.....2....3.6.......8....4.7..75.3....  11.4 01.2 01.2   
......7....71.9...68..7......1.9.6.....3...2..4......3..8.6.1..5......4..1...2..5  11.4 01.2 01.2   
.....6..9..71..2......2.51...5.7..4......8...93..4...........2...1.6.4..8....3..6  11.4 01.2 01.2   
.....67...5.1...3.8...2.......9....3..4..5.9..9....4.16....8....3.5...4...2.7....  11.4 01.2 01.2   
.....6.....71....68...3......65...7......2.61.9....4..3...9.....4....8....26...5.  11.4 01.2 01.2   
....5..8...71....6....27.....6..1..53......6..4.6..9....5.1...2.9....3..8......4.  11.4 01.2 01.2   
....5..8.4....9..6...2..1...9...5..7..48..5......1..2.73.........6..4..39..5.....  11.4 01.2 01.2   
....5.7.......9.3..8.2....6..8..4..16.41......1..2.....6......85....39......7..5.  11.4 01.2 01.2   
....5.7.......9.3..8.2....6..81.4...6.4.....1.1..2.....6......85....39......7..5.  11.4 01.2 01.2   
....56....5.1....6..9..3...2..7...9..6...1..3..4...8...7..1...5...6...2.8.....4..  11.4 01.2 01.2   
....5.....5.1....66.9..3...2..7...9..6...1..3..4...8...7..1...5...6...2.8.....4..  11.4 01.2 01.2   
....5....4....9.3...92..64..1...7.9...59..8......6....3......1...8.9.2...7...4...  11.4 01.2 01.2   
....5....4....9.2....23.6..2..9...3..8.........7.....13...9..5...1...8...6...4..7  11.4 01.2 01.2   
....5..........13..7...1..4.8...53....59....86...2...7.1...4.7...2.6....9..5.....  11.4 01.2 01.2   
...4....9....8.2..6....7.1..1...3.6.3...7......89.....53.....7..7...51....2.....4  11.4 01.2 01.2   
...4....9....8.1..7....2.6..67..3...5..2......3.....7...49....86......2.....1.4..  11.4 01.2 01.2   
...4....9..7.8..6......35..2...1....8......1...16.7.....2.6..9....9..3...9...5..4  11.4 01.2 01.2   
...4....94...8.1....8..1..52...7.....3......6..91..8....49..5...7...2.......6..3.  11.4 01.2 01.2   
...4...8...7..92..6...2...5.6..1...3...8...9......24..3..2.....51.........6.3...1  11.4 01.2 01.2   
...4...8...7..92......3...526...1.....19......7....1..5......4..9.8....3..6..29..  11.4 01.2 01.2   
...4..7.......9..6..9.3..5..4.8.....3...2..1...5.93...56......8..1..5.2..7.......  11.4 01.2 01.2   
...4..7......8...6..9..2.1..1.5....8..5.6...79....1.5.3.....4..5.2.......9...3.2.  11.4 01.2 01.2   
...4.6.....6.8.1...7...1.6..3.....9.5.......7..78..2....2..86..7.......39...2..5.  11.4 01.2 01.2   
...4......5...9..6..9.2..1..3......5..1..2.6.7.....8......1...78...6.3....62...4.  11.4 01.2 01.2   
...45..8......92.....7...452.....3....8........586..7.3..........6.7...4.9...1...  11.4 01.2 01.2   
...45....4....92...8..3......1.....73..5..9...9...2.6..7......8..6....1.9...2.3..  11.4 01.2 01.2   
..3.....9.5.1..2......7..4.2..5..8......9...3.8.2.1.....4....7.5........81....6..  11.4 01.2 01.2   
..3....8..5...91..7.......4....4..3....6.52...6.3....1.1.2..9..5....1.....8.7....  11.4 01.2 01.2   
..3....8.4.....1...8...2..4..53......1...74..6...9.....7...8.4....5....29...6...7  11.4 01.2 01.2   
..3...7.9..67....2.8.....4.....6..9....2..6.3.....1.5...76..9..5....8....1..4....  11.4 01.2 01.2   
..3...7.......9.2..8.1....4...8.......7..52......6...13.2....5.5....39...6..4....  11.4 01.2 01.2   
..3..6..94..1......8..7.....1..4....7...6.8....6..5..3.....265...2....9.....3...2  11.4 01.2 01.2   
..3..6.8..5.1.........7...42...9..4...........6.7..9.27...4...8.1.3.......6..5.7.  11.4 01.2 01.2   
..3..6.8....1..2......7...4..9..8.6.....4.1...7.26......5.....38....5...96.....5.  11.4 01.2 01.2   
..3..67......8..2....1....4.3..6..1....2....89....76....7.4....5.9.......6...53..  11.4 01.2 01.2   
..3..67..45...9......2...5.2..5.......1.7.8...9...4.....6.....8...3..6......6..71  11.4 01.2 01.2   
..3..6...4...8.....9.2..5....97...5..76..3...8...4...7.1.9....5..4...92.......1..  11.4 01.2 01.2   
..3.5..8.4..7....3......6..21...53....43....17...1..9...2.6.9.......8....4.1....2  11.4 01.2 01.2   
..3.5.7..4....9....8.2.......5.6.3.....8....2.9...4.......1..63...5..1....1....75  11.4 01.2 01.2   
..3.5....4....9....8.2....1.7.8...1...5.4.6..9.....8...6.7..1.......3.7........62  11.4 01.2 01.2   
..3.5....4..1.9.6..9..........9.7.1.....2.8..........5..8.....2.6...1.7.97...4...  11.4 01.2 01.2   
..34....9....8.2...6...7.1..1.......57....4....6..1.5...19.....6....5.3.....2...8  11.4 01.2 01.2   
..34....9....8.23..6...3.....6..1.7..7....4..51..........9....47....5.6.....2.8..  11.4 01.2 01.2   
..34....9..7...2...8...7.1...8..1.3.51...........6....3....5.7....9.........2.6.4  11.4 01.2 01.2   
..34....9.5..8....7....2...2......9...19..6.........31.....54....43...6..8..7....  11.4 01.2 01.2   
..34....9.5..8....7....1....1......3..49...2.......6.4.3..7..9.8....5.....26..3..  11.4 01.2 01.2   
..34....9.5.......7....2.6.2...7.....95...4....85..3.....8..9.3.....1.......6..1.  11.4 01.2 01.2   
..34...8..5......6.....71...4.....9.38.9.......9.....2..28...4.....6...7.....15..  11.4 01.2 01.2   
..34...8.......1.3....2.4..2...9..5...5...8...6.5.7....7...2.....43....89...6....  11.4 01.2 01.2   
..34..7......8...6.....2.1...9..7...3..5..9..54..9........6...8..47..5...1.....2.  11.4 01.2 01.2   
..34..7...5...9.3.6.......1.9...36....45.....7...2..1........2.8...7.1.....3....8  11.4 01.2 01.2   
..34.6....5..8......9..2.4.....7.1..........2...2.3.9...46...2.8.......5.1....4.7  11.4 01.2 01.2   
.2......9..6.8.1..7......5...4..8....6.3..4......4..61.9.....2......5..7..1.6.3..  11.4 01.2 01.2   
.2......94...8..3...8..74....57..8...3.....4.9...1...2...6.5.....1.7.6.......1..4  11.4 01.2 01.2   
.2......9...1...3.6....75......3...15....46.....9...2..7...8...8..64.....65...8..  11.4 01.2 01.2   
.2......9...1..2..6...7..4..3....1..7....8.....5.4..7...4..7.5....9....38...6....  11.4 01.2 01.2   
.2....7..4....91....92...4.........8.9...4.1.6..8..5..3..6......1...7.2...5.3....  11.4 01.2 01.2   
.2....7..4...8...6..9....1...1...9...7.6...5.5....8..36..8....5....45.2......3...  11.4 01.2 01.2   
.2....7..4...8...6..9....1..1....9..3...6...8.....7.2......8..58..5.4....65.3....  11.4 01.2 01.2   
.2....7..4......3...91....6.7..4....3.....42....6....8.....8..1...5..69...5.61...  11.4 01.2 01.2   
.2...6..9..6...1..79..1.....3...58....9.2...18.............45.....3...4...2.6...7  11.4 01.2 01.2   
.2...6..94......3....23.........76...7.5..9....5.2...7.9...2..5...8..1..8.1.4....  11.4 01.2 01.2   
.2...6.8...71..2..9...2...4.7..3....3..5..4....9.....3.....861....2.....7...4...5  11.4 01.2 01.2   
.2...6.8....1..2..9...2...4..9.3....3.....47...5.....3.....861....2.....7...4...5  11.4 01.2 01.2   
.2...6...4..........83....5...8..9.33....7.4...5...1...6.7....1..19..8......2..7.  11.4 01.2 01.2   
.2...6...4.71.......97...4..3....8..5.1....9.........2.....89......7.6.39..5...7.  11.4 01.2 01.2   
.2...6...4..1...3...8...5....5...8..3..7...9..6......2...9....7....4.91.9...13...  11.4 01.2 01.2   
.2..5..8...71....6.....34..2...9..5..7.........56....3..2.7..9..8......49....1...  11.4 01.2 01.2   
.2..5.7...5...9.2...91......3....6.8...8.......7.9..5...5.1..7.6....43..........4  11.4 01.2 01.2   
.2..5....4....91....9....4...8..39...6..7.......2....53....1.9...4...8...9.6....7  11.4 01.2 01.2   
.2.4....9..7...23.6.....5........6...9...4..2..5.9..7.3....8......2.1....1..4...8  11.4 01.2 01.2   
.2.4...8...7..9...6.8......2..6...4......59...4..1...3..27...6.........1.6..3.5..  11.4 01.2 01.2   
.2.4...8...6.....37.....5...1..9.......1..8......24.1.3....56...4.9.......5.1...7  11.4 01.2 01.2   
.2.4..7..4.6.8........3....2..9..4..........5.9...3..1.7.....1...26..9..9....5..8  11.4 01.2 01.2   
.2.4.......6......7....35....8.....63...91.7.9...........2....8....1.35.....75.9.  11.4 01.2 01.2   
.23..6...4.7.8.....6.3...1.........87.....9...3...5.2.....9...7..2..1.3.......4..  11.4 01.2 01.2   
.23.5......67....27......5......491.6...3...7.1.9......6...84..5...2...6..8......  11.4 01.2 01.2   
1.......9.5....23...8.........8....1....24.5.....6.32..3........6...354.9..7.....  11.4 01.2 01.2   
1......8...67....3.9....5.......7.1...7.4...2...3.2...5...6.....8....9....2..4..6  11.4 01.2 01.2   
1.....7.9.5...9.3....2..4...7...53....68....7..1....5.....2.....9...4..38..6..5..  11.4 01.2 01.2   
